config_id,family,direction,params_json,train_trades,train_expectancy_r,validation_trades,validation_expectancy_r,validation_winrate,validation_avg_win_r,validation_avg_loss_r,validation_profit_factor_r,validation_max_drawdown_r,validation_cost_r_per_trade,fold_id,train_start,train_end,validation_start,validation_end
f3fe1c15720248,atr_expansion_breakout,long,"{""atr_mean_window"": 48, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 2.25, ""weekday_filter"": ""mon_thu""}",121,0.24832045665857852,19,-1.1096518453837176,0.0,,-1.1096518453837176,0.0,21.08338506229064,0.11528042412386297,F02,2021-01-01 00:00:00+00:00,2024-10-25 08:30:00+00:00,2024-10-25 08:30:00+00:00,2025-04-25 08:30:00+00:00
cf6e6f8b442621,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.25, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 2.25}",323,0.2412928361798641,49,-0.19435956638332358,0.2653061224489796,2.3391733660018486,-1.109246458633525,0.7615092991317988,20.277665848916094,0.13826829286254044,F02,2021-01-01 00:00:00+00:00,2024-10-25 08:30:00+00:00,2024-10-25 08:30:00+00:00,2025-04-25 08:30:00+00:00
111d9e990bb7ae,atr_expansion_breakout,long,"{""atr_mean_window"": 48, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 2.25}",189,0.23961118921829364,30,-0.6583297509459104,0.13333333333333333,2.3193382998746723,-1.116432527995231,0.31960845636102786,20.84300830413588,0.13774545947398353,F02,2021-01-01 00:00:00+00:00,2024-10-25 08:30:00+00:00,2024-10-25 08:30:00+00:00,2025-04-25 08:30:00+00:00
b4dbb83f1cf790,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.0, ""sl_atr"": 1.75}",233,0.23824545426834243,37,-0.11748862718403348,0.35135135135135137,1.8374040766378716,-1.176388841754232,0.8460302462815331,13.846842893629617,0.16747098666286966,F02,2021-01-01 00:00:00+00:00,2024-10-25 08:30:00+00:00,2024-10-25 08:30:00+00:00,2025-04-25 08:30:00+00:00
d469d5382ce9e0,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 7, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 1.75}",312,0.2348187182408653,49,-0.1349620001586755,0.2857142857142857,2.327842348172446,-1.120083739491124,0.8313101123064354,21.91679368589287,0.1552436385843027,F02,2021-01-01 00:00:00+00:00,2024-10-25 08:30:00+00:00,2024-10-25 08:30:00+00:00,2025-04-25 08:30:00+00:00
0e8713b75bea49,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 7, ""expansion_mult"": 1.5, ""lookback"": 48, ""rr"": 2.5, ""sl_atr"": 1.75}",357,0.23324274177456852,64,-0.1449398519297566,0.28125,2.3409416596407837,-1.1176760955877942,0.8195761303662064,24.53389802517475,0.15210062452019535,F02,2021-01-01 00:00:00+00:00,2024-10-25 08:30:00+00:00,2024-10-25 08:30:00+00:00,2025-04-25 08:30:00+00:00
746a32c45fd61c,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 48, ""rr"": 2.5, ""sl_atr"": 1.75}",254,0.23322954403884058,46,-0.1647153692586056,0.2826086956521739,2.338122497103964,-1.1506818014620421,0.8004633064456976,14.670008920114284,0.15326158860641356,F02,2021-01-01 00:00:00+00:00,2024-10-25 08:30:00+00:00,2024-10-25 08:30:00+00:00,2025-04-25 08:30:00+00:00
3299c83a435c9c,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 20, ""rr"": 2.5, ""sl_atr"": 2.25}",266,0.23244213458884475,51,-0.1552574121208841,0.27450980392156865,2.382145311099946,-1.115355739826063,0.8081298617929908,14.058423295388724,0.12209184160703607,F02,2021-01-01 00:00:00+00:00,2024-10-25 08:30:00+00:00,2024-10-25 08:30:00+00:00,2025-04-25 08:30:00+00:00
8f1bcbc6764d37,atr_expansion_breakout,long,"{""atr_mean_window"": 48, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.75, ""sl_atr"": 1.75}",205,0.23001002583679497,31,-0.7180438935296848,0.12903225806451613,2.5975569679057497,-1.209244021149749,0.3182345728190292,23.486348814686224,0.17568973427612822,F02,2021-01-01 00:00:00+00:00,2024-10-25 08:30:00+00:00,2024-10-25 08:30:00+00:00,2025-04-25 08:30:00+00:00
0049a2440077d5,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 48, ""rr"": 2.5, ""sl_atr"": 2.25}",222,0.22825330754181575,44,-0.3194264077469671,0.22727272727272727,2.3684768738058657,-1.109986196438977,0.6275851424746222,20.181641499843142,0.11875050420084933,F02,2021-01-01 00:00:00+00:00,2024-10-25 08:30:00+00:00,2024-10-25 08:30:00+00:00,2025-04-25 08:30:00+00:00
0049f87d094ef0,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.0, ""sl_atr"": 2.25}",212,0.21248500171652376,33,-0.21732693585679425,0.30303030303030304,1.8614533753906728,-1.121144462486128,0.7218762448534126,13.16404579548644,0.12696567232876657,F02,2021-01-01 00:00:00+00:00,2024-10-25 08:30:00+00:00,2024-10-25 08:30:00+00:00,2025-04-25 08:30:00+00:00
671dce7450cb57,atr_expansion_breakout,long,"{""atr_mean_window"": 48, ""atr_window"": 17, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 1.75}",186,0.29745254587900205,23,-0.5016012398063028,0.21739130434782608,2.314683404069503,-1.2839025297718043,0.5007916078768121,12.702998938292879,0.2879783069851904,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
db11c1e81f40a9,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 115, ""rr"": 2.5, ""sl_atr"": 1.75}",248,0.27608088000374875,28,0.1351582399581745,0.39285714285714285,2.2573899705770293,-1.2380505269128492,1.1798097628946667,5.974734708517913,0.2795418046424282,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
2aa159ae472cd3,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 115, ""rr"": 2.5, ""sl_atr"": 2.25}",223,0.2640701800647826,24,-0.020407879149034358,0.3333333333333333,2.3068670369864828,-1.184045337216793,0.9741464133497562,9.58346198226391,0.21814299781808502,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
b4568def8970eb,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""session"": ""high_liquidity"", ""sl_atr"": 1.75}",176,0.24946497201869375,17,0.42845380494023033,0.47058823529411764,2.2708756123998683,-1.2092544683572255,1.6692566806498603,3.56228638823983,0.2545405531064164,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
a2032f069d6c96,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.75, ""sl_atr"": 1.75}",251,0.2343713276252516,25,0.1072947838522715,0.36,2.4894662023808287,-1.2326766390700419,1.1360033073196323,7.581923910045212,0.2829033081137813,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
415dd941af93e8,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 20, ""rr"": 2.5, ""sl_atr"": 1.25}",390,0.23203397555098162,47,0.2637822526556239,0.44680851063829785,2.2270823702107307,-1.3219601499850395,1.3607046317067244,5.481546432504057,0.38017767581753176,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
adbb7fc904ce79,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""session"": ""new_york"", ""sl_atr"": 1.75}",147,0.2286798892638905,13,0.41311781880250936,0.46153846153846156,2.307310070459256,-1.2104755397604163,1.633816034398654,3.609111750296302,0.23550293558446608,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
99a721e5b120ae,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 1.75}",255,0.22684367560885316,28,0.1351582399581745,0.39285714285714285,2.2573899705770293,-1.2380505269128492,1.1798097628946667,5.974734708517913,0.2795418046424282,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
431935ee5b8306,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 77, ""rr"": 2.5, ""sl_atr"": 1.75}",264,0.21947680472674944,29,0.20768622908689116,0.41379310344827586,2.255813300086523,-1.2380505269128492,1.2861662472142104,5.9747347085179126,0.2803545878904443,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
836ff872e09519,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 1.25}",279,0.2155696640803685,33,0.07759594396561341,0.3939393939393939,2.2577258510462794,-1.3394884956368194,1.0955837306257659,9.134936114630177,0.39462119956256864,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
51ab427d075eee,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 2.25}",229,0.21549928270793703,24,-0.020407879149034358,0.3333333333333333,2.3068670369864828,-1.184045337216793,0.9741464133497562,9.58346198226391,0.21814299781808502,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
7db4b0aa60e888,atr_expansion_breakout,long,"{""atr_mean_window"": 230, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 2.25}",228,0.2081928873595091,22,-0.3755227013429811,0.22727272727272727,2.3450976226297904,-1.1757051495702668,0.5866560975285516,10.542425519574358,0.19966375609624504,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
12d8ee1fc12170,atr_expansion_breakout,long,"{""atr_mean_window"": 48, ""atr_window"": 17, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 2.25}",175,0.20754753133431134,22,-0.3997856188374245,0.22727272727272727,2.3441180175777023,-1.2068161001359912,0.5712937337183824,10.035405100995723,0.2247340136659144,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
8be2d31b7ea385,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 77, ""rr"": 2.5, ""sl_atr"": 2.25}",237,0.20037585165965094,25,0.0722563923400237,0.36,2.30568168932992,-1.184045337216793,1.0953515963304836,9.58346198226391,0.21884744515800275,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
db48581cdd6ca6,atr_expansion_breakout,long,"{""atr_mean_window"": 48, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 2.25, ""weekday_filter"": ""weekdays""}",174,0.19912027058502452,17,-0.11429449543810269,0.29411764705882354,2.351253240037959,-1.141606051886462,0.8581671833264344,8.046745284245723,0.16765284428381808,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
863aeec0f5af83,atr_expansion_breakout,long,"{""atr_mean_window"": 48, ""atr_window"": 17, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.0, ""sl_atr"": 2.25}",184,0.1926053704268437,22,-0.24080605111460363,0.3181818181818182,1.8533862661981146,-1.2180957991938721,0.710053832764917,7.139617251772869,0.2247340136659144,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
b4dbb83f1cf790,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.0, ""sl_atr"": 1.75}",270,0.18949670977303754,30,0.05890676786012486,0.43333333333333335,1.76459006024248,-1.245439279255794,1.0834670316607309,6.991006444637399,0.2810632706448066,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
d469d5382ce9e0,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 7, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 1.75}",361,0.18462687557721574,48,0.039823885369524005,0.3541666666666667,2.2885331614601134,-1.1933392660349929,1.0516724723677846,14.533062956222508,0.23288423308733175,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
cf6e6f8b442621,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.25, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 2.25}",372,0.18390851433693295,61,-0.21131246092613218,0.2786885245901639,2.3015034452565586,-1.1821731519512626,0.7521886609800296,24.154466561774804,0.21788817297909086,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
0e8713b75bea49,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 7, ""expansion_mult"": 1.5, ""lookback"": 48, ""rr"": 2.5, ""sl_atr"": 1.75}",421,0.1757518011639348,50,0.12958762470166588,0.38,2.2915711015684077,-1.195499022410208,1.1748326799000888,14.598130626305391,0.2335722363826026,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
0c55c7bf7ab559,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.75, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 2.25}",142,0.17509718274576855,15,-0.24264948376003187,0.26666666666666666,2.334237377482982,-1.179699251484764,0.7195169368325703,7.106998392506098,0.20539167773755443,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
746a32c45fd61c,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 48, ""rr"": 2.5, ""sl_atr"": 1.75}",300,0.17221132399991745,32,0.18501129246501963,0.40625,2.26302751027788,-1.2367892776174636,1.2519410314238282,8.426872025731281,0.27602872667868783,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
3299c83a435c9c,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 20, ""rr"": 2.5, ""sl_atr"": 2.25}",317,0.17006775956615738,39,0.07768108185892839,0.358974358974359,2.321675057988113,-1.178955544773415,1.1027880043799434,13.177673084872751,0.20833231104862704,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
c863b439a98aa9,atr_expansion_breakout,long,"{""atr_mean_window"": 48, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.0, ""sl_atr"": 2.25, ""weekday_filter"": ""weekdays""}",186,0.1616821887774349,17,0.26779085219825316,0.47058823529411764,1.8602835060893352,-1.1477581734827085,1.4407088330536622,4.65007600044156,0.16765284428381808,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
66d66a4af706d8,atr_expansion_breakout,long,"{""atr_mean_window"": 48, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 1.75, ""weekday_filter"": ""weekdays""}",192,0.1576163842885818,18,-0.2135027925321245,0.2777777777777778,2.3307973718567894,-1.192079778835553,0.7520138698375598,9.67517902689336,0.21672714430667941,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
0049f87d094ef0,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.0, ""sl_atr"": 2.25}",245,0.15459196522707402,28,0.09917486040414282,0.42857142857142855,1.8183419226264042,-1.1902004362625531,1.1458208217871668,7.089749559889982,0.21742140361077755,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
5f3faf86cf8684,bollinger_reentry,long,"{""atr_window"": 14, ""regime_ema"": 160, ""rr"": 2.0, ""sl_atr"": 1.75, ""std_mult"": 2.5, ""window"": 60}",138,0.151564715224895,8,0.9678635094953917,0.75,1.700202191348767,-1.2291525360647335,4.14969373156602,2.458305072129467,0.3281768893623599,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
d910949f667cc5,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 48, ""rr"": 2.0, ""sl_atr"": 1.75}",317,0.1507844052298496,33,0.2156510922832549,0.48484848484848486,1.7680596120434944,-1.245439279255794,1.3361198198655249,4.710932061694147,0.2783714215840912,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
0049a2440077d5,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 48, ""rr"": 2.5, ""sl_atr"": 2.25}",266,0.13765967042639407,28,0.06563179930159932,0.35714285714285715,2.3133767084844754,-1.1831153724666652,1.0862924380839172,11.9348132911952,0.21491717696355744,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
111d9e990bb7ae,atr_expansion_breakout,long,"{""atr_mean_window"": 48, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 2.25}",219,0.11660558097810156,26,-0.36818489757217987,0.23076923076923078,2.3504525458878813,-1.1837761306101982,0.5956664824816917,10.90236831193545,0.20537104785120075,F03,2021-01-01 00:00:00+00:00,2025-04-25 08:30:00+00:00,2025-04-25 08:30:00+00:00,2025-10-25 08:30:00+00:00
b4568def8970eb,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""session"": ""high_liquidity"", ""sl_atr"": 1.75}",194,0.2579896587570167,18,-0.5653341859524651,0.16666666666666666,2.311954689853208,-1.1407919611135997,0.4053245058978785,11.443952641018477,0.17380592220553026,F04,2021-01-01 00:00:00+00:00,2025-10-25 08:30:00+00:00,2025-10-25 08:30:00+00:00,2026-04-25 08:30:00+00:00
db11c1e81f40a9,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 115, ""rr"": 2.5, ""sl_atr"": 1.75}",277,0.2567253898893351,34,-0.4548629306881767,0.20588235294117646,2.2885971245010395,-1.1661303524038995,0.5088110381638551,15.62278236582723,0.19974279346733004,F04,2021-01-01 00:00:00+00:00,2025-10-25 08:30:00+00:00,2025-10-25 08:30:00+00:00,2026-04-25 08:30:00+00:00
adbb7fc904ce79,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""session"": ""new_york"", ""sl_atr"": 1.75}",161,0.23507403357647047,15,-0.44079562618022805,0.2,2.311954689853208,-1.128983205188587,0.511955067008064,7.879871686577528,0.1645257057142367,F04,2021-01-01 00:00:00+00:00,2025-10-25 08:30:00+00:00,2025-10-25 08:30:00+00:00,2026-04-25 08:30:00+00:00
415dd941af93e8,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 20, ""rr"": 2.5, ""sl_atr"": 1.25}",438,0.23218118276509073,62,-0.5159358055121867,0.20967741935483872,2.2337089859509636,-1.2454334032473082,0.4758316809208106,33.866561966982445,0.26860840122302554,F04,2021-01-01 00:00:00+00:00,2025-10-25 08:30:00+00:00,2025-10-25 08:30:00+00:00,2026-04-25 08:30:00+00:00
2aa159ae472cd3,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 115, ""rr"": 2.5, ""sl_atr"": 2.25}",248,0.2310059397361083,31,-0.4519314675957587,0.1935483870967742,2.321410735040635,-1.1175335962284931,0.4985430221426997,15.530090905689224,0.15119031636596986,F04,2021-01-01 00:00:00+00:00,2025-10-25 08:30:00+00:00,2025-10-25 08:30:00+00:00,2026-04-25 08:30:00+00:00
a2032f069d6c96,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.75, ""sl_atr"": 1.75}",277,0.21794229916906915,35,-0.5266907796578847,0.17142857142857143,2.5538148434529817,-1.1640367706463401,0.4539164897333584,19.514320305720833,0.19306698432236422,F04,2021-01-01 00:00:00+00:00,2025-10-25 08:30:00+00:00,2025-10-25 08:30:00+00:00,2026-04-25 08:30:00+00:00
431935ee5b8306,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 77, ""rr"": 2.5, ""sl_atr"": 1.75}",294,0.213691228336629,40,-0.47591041595912725,0.2,2.294852691550118,-1.1686011928364386,0.4909400883760936,19.257685628798473,0.20107580188062196,F04,2021-01-01 00:00:00+00:00,2025-10-25 08:30:00+00:00,2025-10-25 08:30:00+00:00,2026-04-25 08:30:00+00:00
99a721e5b120ae,atr_expansion_breakout,long,"{""atr_mean_window"": 192, ""atr_window"": 14, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 1.75}",284,0.21299300013617484,37,-0.4144394101154866,0.21621621621621623,2.294852691550118,-1.161830334712895,0.5448840442081765,15.555527164706383,0.19517032002690113,F04,2021-01-01 00:00:00+00:00,2025-10-25 08:30:00+00:00,2025-10-25 08:30:00+00:00,2026-04-25 08:30:00+00:00
671dce7450cb57,atr_expansion_breakout,long,"{""atr_mean_window"": 48, ""atr_window"": 17, ""expansion_mult"": 1.5, ""lookback"": 96, ""rr"": 2.5, ""sl_atr"": 1.75}",210,0.20304737510414825,32,-0.7403532546697035,0.125,2.2881061721170517,-1.1729903156392398,0.2786658218267571,24.749621329245215,0.20797900629022226,F04,2021-01-01 00:00:00+00:00,2025-10-25 08:30:00+00:00,2025-10-25 08:30:00+00:00,2026-04-25 08:30:00+00:00
